Name,text,Likes,Time,emotion,confidence
@nguyenphongkhue6649,Hay quá 2a ơi 🎉🎉🎉🎉,1,2024-10-25T11:15:27Z,positive,0.9772781729698181
@lcamsua99,❤,1,2024-10-25T05:18:36Z,neutral,0.9050636887550354
@TrungNguyen-yk1mm,quá hay luôn anh,1,2024-10-24T17:17:27Z,positive,0.997927188873291
@KhangTran-zq6kf,Chúc tất cả những ai thấy comment của tui sẽ tìm thấy được sự BÌNH YÊN của riêng mình nhé💖,8,2024-10-24T16:37:22Z,positive,0.9805833101272583
@taithanh6532,Nge bài hát này tui cảm thấy muốn có một tình yêu như lời bài hát,1,2024-10-24T16:28:14Z,positive,0.9277381300926208
@QuanNguyen-mr2ie,chill,1,2024-10-24T15:33:30Z,neutral,0.9224081039428711
@bt-d6065,"Vũ hát hay còn verse Binz đỉnh.
Binz là rapper có thể cân cả rap love và rap gang.",1,2024-10-24T11:17:12Z,positive,0.989862322807312
@phien1201,❤❤❤❤,1,2024-10-24T10:22:49Z,neutral,0.8481801152229309
@EriK1997HN,Ừ thì chia tay kể từ hôm nay,4,2024-10-24T06:09:19Z,neutral,0.9701626896858215
@roofonte,너무좋네이거 ㅋㅋㅋㅋ,1,2024-10-24T05:06:51Z,positive,0.49797576665878296
@huathaothihua2045,Thích giọng của chú vũ ❤,1,2024-10-24T04:37:26Z,positive,0.993815541267395
@Scott74921,"Mình thực sự rất xúc động. Là người con sinh ra trong một gia đình lao động chân tay, mưu sinh ở thành phố Hà Nội đầy bộn bề, càng lớn mình càng thấy áp lực phải chăm lo cho người khác mà nhiều khi quên mất bản thân mình. Ngày ngày đi làm từ sáng đến khuya, nhiều khi mình thấy chán ghét cuộc đời và chỉ muốn vứt hết mọi thứ đi. Bình yên của Vũ đã chạm đến trái tim mình, cho mình một khoảnh khắc bình yên hiếm có trong cuộc sống lao động đầy vất vả, là động lực để mình phấn đầu kiếm tìm cảm giác bình yên. Cảm ơn Vũ và Binz đã mang những thông điệp đẹp đẽ thành lời ca để chúng ta cùng ngân nga mỗi khi cuộc sống trở nên ảm đạm.",229,2024-10-24T04:34:27Z,positive,0.9819768667221069
@ThaoThao_LTTT,"Một cuộc sống nhạt nhẽo của tớ, cậu đã đến và cho tớ biết đến Vũ, những bài hát ngọt ngào, cậu cũng ngọt ngào tương tự, sau đấy cậu rời đi để tớ nghe nhạc của Vũ một mình. Nhưng mà, vì cậu thích nên tớ rất thích. Yêu cậu. Lời nói mà tớ chưa bao giờ nói với cậu ❤",3,2024-10-24T04:28:02Z,positive,0.9655306935310364
@settgouge,"[Lyrics]
Cơn mưa rơi bất chợt dần tan
Để nhường cho ánh nắng nghiêng
Đoạn đường em bước đi ngang qua đây
Hửng nắng

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh

Em như dòng nước trong veo
Xoá hết ưu phiền băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Anh tìm một thoáng bình yên
Vang lên trong đầu giờ đang ở đâu, tìm ở đâu
Giữa thế giới bao la giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên

[Rap]
Đạp xe bên hoàng hôn
Và em luôn ngồi sau  
Tay ôm bụng anh 
Vu vơ bài ca, em hay quên lời
Và đôi khi là những câu hỏi trên trời 
Anh ơi trẻ con chơi kìa, vui nhỉ
Anh ơi ở bên kia là hoa gì? 
Ơ hay tại sao chim được bay?
Tại sao cây màu xanh? 
Sao nhìn ai cũng vội vã vậy 
Đôi khi anh nghĩ, bình yên thật xa xỉ có lẽ lúc đó bên cạnh chưa là em 
Cho đến khi anh thấy, đôi mắt đen lay láy thầm nhìn anh một buổi sáng anh ngủ quên 
Chưa ai bao giờ nói cho anh tình yêu là gì 
Anh cứ ngỡ là những cơn sóng ầm ĩ ..
Nhưng thật ra em dịu êm như mặt hồ
Và tĩnh như như màn đêm
Đôi lúc khiến anh thầm nghĩ
Liệu không phải em, lòng tin là thứ anh không đặt cược 
Nếu không phải em, bình yên là thứ anh không chạm được 
Bởi vì cách em nhìn, và cảm giác em hôn 
Hơn tất cả những gì anh có thể định nghĩa
Anh cám ơn nỗi đau, đã cho em đến sau 
Vì mọi điều anh tìm kiếm là đây

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với em

Em như dòng nước trong veo
Xoá hết ưu phiền băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Anh tìm một thoáng bình yên
Vang lên trong đầu giờ đang ở đâu, tìm ở đâu
Giữa thế giới bao la giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên",2,2024-10-24T04:11:08Z,negative,0.9772471189498901
@Leducquy512,j,1,2024-10-24T04:04:35Z,neutral,0.9768097996711731
@luyenao5890,Hay,1,2024-10-24T02:06:40Z,positive,0.9974579215049744
@luankyo3287,"Mỗi sáng bắt đầu ngồi làm việc mình đều mở bài này ra để nghe, cảm giác thật bình yên nhẹ ngàng.... để bắt đầu công việc thật thoái mái nhất có thể...cảm ơn Vũ",5,2024-10-24T02:02:58Z,positive,0.9832025170326233
@ManZed22,bai hay ac,1,2024-10-23T14:16:58Z,positive,0.992061972618103
@HuongNguyen-vn7tr,Rap của Binz hay quá.,2,2024-10-23T13:44:00Z,positive,0.9972667694091797
@ThuanNguyen-ui3bo,"Em như dòng [Fmaj7]nước trong veo)
(... [Em7]băng qua ngọn núi vòng vèo)
(chỉ cần [Dm7]có em hàn huyên)
(cùng anh [Cmaj7]kể chuyện)
 
Verse 1:
Cơn mưa [Fmaj7]rơi bất chợt dần tan 
Để [Em7]nhường cho ánh nắng nghiêng
Đoạn đường em [Dm]bước đi ngang qua đây
Hửng [Cmaj7]nắng
 
Khi hai [Fmaj7]ta gần lại một chút
Hai dòng [Em7]sông chiếu sáng ánh trăng vàng
Ánh mắt [Dm7]thướt tha như có đôi lời [Cmaj7]với anh
 
Chorus:
Em như dòng [Fmaj7]nước trong veo
Xoá hết ưu phiền băng qua ngọn [Em7]núi vòng vèo
Bạn đồng hành chỉ cần có [Dm7]em hàn huyên
Cùng anh [Cmaj7]kể chuyện
 
Anh tìm một [Fmaj7]thoáng bình yên
Vang lên trong đầu giờ đang ở [Em7]đâu, tìm ở đâu
Giữa thế giới bao la
Giữ [Dm7]lấy trong tầm tay để gió cuốn không thổi bay
[Cmaj7]Vì anh đã tìm thấy bình yên
 
Rap:
[Fmaj7]Đạp xe bên hoàng hôn
Và em luôn ngồi sau
Tay ôm bụng anh
Vu vơ bài ca, em hay [Em7]quên lời
Và đôi khi là những câu hỏi trên trời
[Dm7]Anh ơi trẻ con chơi kìa, vui nhỉ?
Anh ơi ở bên kia là hoa gì?
[Cmaj7]Ơ hay tại sao chim được bay?
Tại sao cây màu xanh?
Sao nhìn ai cũng vội vã vậy?
[Fmaj7]Đôi khi anh nghĩ, bình yên thật xa xỉ
có lẽ lúc đó bên cạnh chưa là em
[Em7]Cho đến khi anh thấy, 
đôi mắt đen lay láy thầm 
nhìn anh một buổi sáng anh ngủ quên 
[Dm7]Chưa ai bao giờ nói cho anh tình yêu là gì 
Anh cứ ngỡ như những cơn sóng ầm ĩ
Nhưng thật [Cmaj7]ra em dịu êm như mặt hồ
Và tĩnh như như màn đêm
Đôi lúc khiến anh thầm nghĩ
Liệu không phải [Fmaj7]em?, lòng tin là thứ anh không đặt cược
Nếu không phải [Em7]em?, bình yên là thứ anh không chạm được 
Bởi vì [Dm7]cách em nhìn, và cảm giác em hôn
Hơn tất cả những gì anh có thể định nghĩa
Anh [Cmaj7]cảm ơn nỗi đau, đã cho em đến sau 
Vì mọi điều anh tìm kiếm là đây
 
Bridge:
Khi hai [Fmaj7]ta gần lại một chút
Hai dòng [Em7]sông chiếu sáng ánh trăng vàng
Ánh mắt [Dm7]thướt tha như có đôi lời [Cmaj7]với anh
 
Chorus:
Em như dòng [Fmaj7]nước trong veo
Xoá hết ưu phiền băng qua ngọn [Em7]núi vòng vèo
Bạn đồng hành chỉ cần có [Dm7]em hàn huyên
Cùng anh [Cmaj7]kể chuyện
 
Anh tìm một [Fmaj7]thoáng bình yên
Vang lên trong đầu giờ đang ở [Em7]đâu, tìm ở đâu
Giữa thế giới bao la
Giữ [Dm7]lấy trong tầm tay để gió cuốn không thổi bay
[Cmaj7]Vì anh đã tìm thấy bình yên",1,2024-10-23T05:44:34Z,neutral,0.5189170241355896
@MỹHoàng-j9y,"hay quá anh ơi, em re rầu=))))<333",1,2024-10-22T23:43:43Z,positive,0.9734747409820557
@Gnasche..,❤️,1,2024-10-22T23:09:29Z,neutral,0.8148894309997559
@QuangTran-fh8xi,Đúng kiểu phim hồng kong,2,2024-10-22T12:16:55Z,negative,0.8974910974502563
@ThuanHoang-sv7zc,Mình mê bài này quá đi.,1,2024-10-22T11:26:39Z,positive,0.9295387864112854
@EriK1997HN,Bài nãy mà dùng để thư giản được này,1,2024-10-22T05:56:25Z,neutral,0.9007292985916138
@Gnasche..,có em là dc,1,2024-10-21T23:29:13Z,neutral,0.9501292109489441
@UyênLê-m3b,...,1,2024-10-21T14:07:55Z,neutral,0.9762880802154541
@xuankhanhbui5315,"Tại sao Vũ có thể hát được bài hát hay như vậy cơ chứ ????
tôi đã nghĩ rằng âm nhạc ở trên đời này từ xưa đến nay ra rất nhiều bài hát và hầu như bài nào tôi nghe đầu sẽ bị giống 1 bài hát nào đó đã có từ xưa. Cho khi tôi nghe nhạc của Vũ thì tôi thấy rằng cái nhìn và suy nghĩ tôi vẫn bị sai.
Mong anh có thể phát triển mạnh mẽ và có được nhiều tác phẩm đỉnh cao như"" Bình yên"" này <3",8,2024-10-21T07:58:42Z,negative,0.9926620721817017
@binhthanh-kl8wv,🥰🥰,1,2024-10-21T06:28:18Z,neutral,0.8148894309997559
@longhaluong1101,Khi nào anh Vũ ra version solo trong show Bảo Tàng Của Nuối Tiếc dzay :D,1,2024-10-21T05:01:07Z,neutral,0.5752688050270081
@mizu2001,1:03 ồ anh bạn này đang đọc sách của Murakami,9,2024-10-21T04:48:04Z,neutral,0.8294039964675903
@DieuHoang-xl4um,❤❤❤,1,2024-10-20T16:03:29Z,neutral,0.8473033308982849
@thanhnhanhuynh2955,Cảm giác thật thư giãn khi nghe bài hát này,2,2024-10-20T14:50:24Z,neutral,0.661213219165802
@halinh2587,"(Em như dòng nước trong veo)
(Băng qua ngọn núi vòng vèo)
(Chỉ cần có em hàn huyên)
(Cùng anh kể chuyện)
Cơn mưa rơi bất chợt dần tan
Để nhường cho ánh nắng nghiêng
Đoạn đường em bước đi ngang qua đây
Hửng nắng
Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh (em, em, em)
Em như dòng nước trong veo
Xóa hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện (chỉ cần có em hàn thuyên)
Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu? Tìm ở đâu?
Giữa thế giới bao la
Giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên
Đạp xe bên hoàng hôn
Và em luôn ngồi sau
Tay ôm bụng anh
Vu vơ bài ca em hay quên lời
Và đôi khi là những câu hỏi trên trời
Anh ơi, trẻ con chơi kìa, vui nhỉ?
Anh ơi, ở bên kia là hoa gì?
Ơ hay tại sao chim được bay?
Tại sao cây màu xanh?
Sao nhìn ai cũng vội vã vậy?
Đôi khi anh nghĩ bình yên thật xa xỉ
Có lẽ lúc đó bên cạnh chưa là em (chưa là em)
Cho đến khi anh thấy đôi mắt đen lay láy
Thầm nhìn anh một buổi sáng anh ngủ quên
Chưa ai bao giờ nói cho anh tình yêu là gì
Anh cứ ngỡ như những cơn sóng ầm ĩ
Nhưng thật ra em dịu êm như mặt hồ
Và tĩnh như màn đêm, đôi lúc khiến anh thầm nghĩ
Liệu không phải em? (Em, em, em)
Lòng tin là thứ anh không đặt cược
Nếu không phải em (em, em)
Bình yên là thứ anh không chạm được
Bởi vì cách em nhìn và cảm giác em hôn
Hơn tất cả những gì anh có thể định nghĩa
Anh cảm ơn nỗi đau đã cho em đến sau
Vì mọi điều anh tìm kiếm là đây
Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh
(Em, em, em)
Em như dòng nước trong veo
Xóa hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên (chỉ cần em, chỉ cần em)
Cùng anh kể chuyện (chỉ cần có em hàn huyên)
Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu? Tìm ở đâu? (Tìm ở đâu?)
Giữa thế giới bao la
Giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên
(Bình yên cùng ai, bình yên)
♪
(Bình yên cùng ai, bình yên)
(Vì anh đã tìm thấy)",2,2024-10-20T14:05:29Z,negative,0.6804609298706055
@minhquangtran9987,"vẫn không ngừng nghe, just on repeat",1,2024-10-20T05:21:22Z,positive,0.9809508323669434
@chauminhnguyen-i9e,"Sau khi xem và nghe lại lần hai thì mình thấy MV xây dựng dựa nên những góc nhìn của từng người khác nhau, từng độ tuổi, từng công việc, ... Trong mỗi một khoảnh khắc của cuộc sống đời thường, ai cũng tìm được một sự bình yên cho riêng bản thân mình. Người lái taxi (Vũ) như một người dẫn truyện, dẫn khán thính giả đi tìm sự bình yên trong mỗi người: với cô gái thì chỉ đơn giản là nhìn bữa ăn đạm bạc mà bất chợt thấy được sự giản đơn của bình yên, có thể là trong cuộc sống bộn bề ấy, có thể là nhớ về những ngày tháng được ăn bữa cơm mà mẹ nấu; với chú bảo vệ đầu tiên thì bình yên đơn giản là chờ đến giờ tan làm; chú bảo vệ thứ hai thì bình yên đến từ sự hồi tưởng lại một thời cháy hết mình cùng âm nhạc (cây guitar bass treo trên tường); với chủ quán ăn thì bình yên đến từ sự yêu thích món ăn của những thực khách; với  nhóm bạn thì đơn giản là được đi cùng nhau qua khắp phố phường; với lũ trẻ thì là những ngày tháng vui đùa cùng bạn bè cùng trang lứa, đắm chìm trong vòng tay yêu thương của người cha; và người thợ sửa xe - người cha ấy chỉ cần một sự yêu thương từ con gái là đã cảm thấy hạnh phúc; ... Đến cuối cùng, lại quay về hình ảnh của người dẫn truyện - cũng là người lái taxi, anh ta tìm thấy sự bình yên trong khi quan sát những câu chuyện từ người khác. Với cảm nhận của riêng mình, thì MV dẫn dắt người xem đi qua góc nhìn của người lái taxi, khiến người xem cũng cảm nhận được từng sự bình yên nhỏ như cái cách mà người dẫn truyện cảm nhận được. Từ đó đưa ra một thông điệp: bình yên không đâu xa, bình yên đến từ những khoảnh khắc bình dị nhất trong cuộc sống thường ngày. Ta không cần phải đi tìm kiếm bình yên, ta chỉ cần để lòng mình lắng lại mà thấy được điều đó. Về cơ bản mọi người đều sẽ cảm thấy được sự thoải mái, thư giãn mà cái ""cảm giác"" bình yên của MV mang lại. Cơ mà mình thì thấy kiểu nó là một cảm giác nhẹ lòng, bắt nhịp từng khoảnh khắc mà liên tưởng tới bản thân của anh tài xế. Nó vẫn xen lẫn một chút gì đó buồn buồn, nhưng kiểu chấp nhận điều đó để cho lòng mình bớt biến động, kiểu: một khoảng lặng giữa cuộc sống vội vã bộn bề. Và nó sẽ càng hợp lý hơn khi đây là một bài trong album ""Bảo Tàng của Nuối Tiếc"", anh tài xế sau khi trải qua những thăng trầm đã tìm lại được lòng mình, vì vậy âm hưởng + MV vẫn mang một chút gì đó man mác buồn =(((",21,2024-10-20T03:10:08Z,negative,0.346113920211792
@ninhpham4934,Nhạc thế giới như thế này,1,2024-10-19T21:14:04Z,neutral,0.983271062374115
@httrao,"Thích vibe nhạc như này 
Tan- vào - thấm- thả -bình yên trong lòng tớ",1,2024-10-19T16:36:14Z,positive,0.9856385588645935
@tanhanguyen9637,Mơn bông hoa của a,1,2024-10-19T15:06:30Z,neutral,0.6516517996788025
@nguyenhuuphuc5320,Hay vãi kkk,1,2024-10-19T12:10:53Z,positive,0.9555580615997314
@quynhhhle6868,Tôi thấy sự có mặt của anh Mộc Nhiên trong mv này 🎉🎉🎉,1,2024-10-19T09:29:43Z,neutral,0.5545206665992737
@anvu4593,.,1,2024-10-19T06:04:32Z,neutral,0.9694252014160156
@ThắngNguyển-g4o,rồi rồi nghiện rồi 😭,1,2024-10-19T05:09:36Z,neutral,0.770264744758606
@Legendarychill,Từ nay trở đi tôi k còn phải tìm cách thư giãn bình yên nx r nó chính là đây ❤❤❤,4,2024-10-19T04:48:35Z,negative,0.6566227674484253
@ducthanh6785,Van dang top 1 lsx,1,2024-10-18T16:12:43Z,positive,0.7433995008468628
@QuocChan-n5k,"nghe xong bài hài này tôi thực sự đã thấy bình yên, từng câu hát làm tôi suy ngẫm, đánh giá nhận xét về cuộc đời, thời gian đang trôi qua, những kỉ niệm đã qua thực sự đã như 1 cơn lốc cuốn tôi đến 1 khoảng trời kí ức, cảm ơn Vũ và Binz đã xây dụng nên một bức tường nghệ thuật vững chắc như vậy trong lòng và trong trái tim tôi, Trân trọng và thân gửi !",4,2024-10-18T14:55:06Z,positive,0.9504968523979187
@Cuongdjj,Nhạc mình hay hơn,1,2024-10-18T11:53:40Z,negative,0.9875378608703613
@ChiếnHoàng-j2v,"😌😌😌 ko có gì để bàn cãi về nhạc của Vũ cả,tuyệt👍👍👍",2,2024-10-18T10:52:30Z,neutral,0.9524936676025391
@NVAVII,có ai như tui từ anh độ mixigaming qua không ạ cho 1 like nào,1,2024-10-18T08:46:48Z,neutral,0.8128538131713867
@LinhNgoc20595,nghe đi nghe lại vẫn không chán🤩,1,2024-10-18T08:43:25Z,negative,0.9867702722549438
@ngoctruong8626,chạy taxi gì đẹp trai vữ vậy 🥲,1,2024-10-18T07:41:18Z,positive,0.8926080465316772
@NamNguyen-23,Nhw quynh 10a1 xau gai,1,2024-10-18T06:57:47Z,neutral,0.7971184849739075
@oNhu-ko3zk,"Chị đàn violin rất bánh cuốn, nghe siu cháy luônnnnn",1,2024-10-18T05:47:29Z,positive,0.9962348341941833
@NguyenThao-yw6df,hay thật,2,2024-10-18T03:26:24Z,positive,0.9975787997245789
@TaiPhan-i2p,Không biết anh lấy đâu cái ý tưởng này nhưng thật nó chạm được tới trái tim của em lần đầu tiên có 1 bài nhạc mà cảm giác......!,2,2024-10-17T21:47:37Z,positive,0.8860788941383362
@thapcamtai8669,Xuân đan auto 😂😂😂😂,4,2024-10-17T17:13:31Z,neutral,0.5275091528892517
@nguoitrongbotoc9749,👍👍👍,1,2024-10-17T15:18:15Z,neutral,0.8473033308982849
@Huyen-vivu,Ai biết chỗ quay clip view toà nhà ko ah,1,2024-10-17T12:37:03Z,neutral,0.7887271642684937
@VyLe-yx8vv,"hay quas aj. Bài này đúng bình yên luôn, và cũng buồn nữa ❤‍🩹❤❤❤",2,2024-10-17T11:45:20Z,negative,0.9776485562324524
@phuongIam,tưởng chừng đã tìm thấy bình yên 😂...,1,2024-10-17T11:15:01Z,neutral,0.4869060218334198
@Fangmussic,"Chill quá 
Thư giãn thật ❤",1,2024-10-17T07:54:15Z,negative,0.9947053790092468
@ngahang4554,Nice ❤❤❤,1,2024-10-17T05:18:47Z,neutral,0.8691979050636292
,"bình yên / Vũ. ft. Binz (Official MV) từ Album ""Bảo Tàng Của Nuối Tiếc""",1,2024-10-17T04:27:33Z,neutral,0.9396263360977173
@VuPhavi,Video này thật sự quá xuất sắc! Từ cách bạn chọn lựa hình ảnh cho đến thông điệp mà bạn gửi gắm đều quá tuyệt vời. Mình thực sự thích video này.,12,2024-10-17T03:50:59Z,positive,0.9955785870552063
@Anhvo19.97,nghiện rồi,1,2024-10-17T03:22:52Z,neutral,0.8797925114631653
@HaThu-zg6hb,Hay mà bài ngắn quá nghe hog đã,1,2024-10-17T02:16:54Z,negative,0.9845197200775146
@khoixa3030,Giọng hát hay .. điệu nhạc ko hợp với giộng hát,2,2024-10-17T01:09:09Z,negative,0.9939175844192505
@TiếnHùng-d3s,lời bài hát kết hợp beat cảm thấy hòa quyện một cái gì đó rất chill . rất hay,1,2024-10-16T17:02:18Z,positive,0.9973543882369995
@TiếnHùng-d3s,Hay quá Vũ ơi,1,2024-10-16T16:52:09Z,positive,0.9923490285873413
@huyhoangquoc3149,nghe bài này cảm giác buồn buồn có chút yên bình mang theo cái se lạnh của mùa thu . 🥰 nhạc của vũ vẫn là cái gì đó khác biệt . quá chill,3,2024-10-16T13:58:04Z,negative,0.9886427521705627
@QuangNguyen-zl8vy,"ôi anh Vũ ơi, nghe bài này xong em khóc luôn a ạ, nghe giai điệu và giọng của a làm e xúc động nhấn chìm hết cảm xúc vào sâu trong lòng...rồi rớm nước mắt. thật sự hay lắm a !",2,2024-10-16T10:55:41Z,positive,0.9917476177215576
@DuongHoang-b6j,"Video này thực sự đã chạm đến trái tim mình. Bạn đã truyền tải những cảm xúc sâu sắc về sự hy sinh và lòng biết ơn trong cuộc sống một cách rất tinh tế và cảm động. Mình tin rằng sau khi xem video này, nhiều người sẽ cảm thấy trân trọng hơn những giá trị tình cảm và tinh thần trong cuộc sống.",9,2024-10-16T09:08:37Z,positive,0.9956610798835754
@missmeyett,"xem xong mv này mình đã khóc, hoá ra bình yên không ở đâu xa xôi nó tồn tại ở những khoảnh khắc trong cuộc đời mình mà bình thường ta không nhận ra 😢",9,2024-10-16T06:28:00Z,negative,0.9352113008499146
@dlin5627,❤️,1,2024-10-16T05:51:17Z,neutral,0.8148894309997559
@thaovo1457,🥰,1,2024-10-15T23:39:37Z,neutral,0.9050636887550354
@diemle9712,một ngày đóng góp view cho bài này cỡ 10 lần 😭😭😭 mê đoạn rap của Binz và giọng Vũ,5,2024-10-15T17:06:21Z,positive,0.46951791644096375
@nghiatrung5451,nhạc đag hay cứ thêm mấy quả ráp vào lm gi,1,2024-10-15T14:27:29Z,positive,0.7705988883972168
@phuongha-rk3hd,mn oi ai bt bài nào có giai điệu cxuc như này ko á😢,1,2024-10-15T13:33:21Z,neutral,0.6550705432891846
@tranquocdinh2593,theo ý kiến của mình thì bài này là bài hay nhất của Vũ r. Nghe đi nghe lại cả trăm lần.,4,2024-10-15T12:17:31Z,positive,0.5204238295555115
@UyênLê-m3b,...,1,2024-10-15T10:54:46Z,neutral,0.9762880802154541
@tramphan1994,Hay quá anh ơi 💯💯💯,1,2024-10-15T02:26:17Z,positive,0.9143024682998657
@onghodwatchchetacvangkimcu2384,quá hay nha nghe đi nghe lại ko chán tí nào 😢😢,1,2024-10-14T18:32:34Z,positive,0.9971696734428406
@Toanda123,☔️☔️,1,2024-10-14T16:42:30Z,neutral,0.8481801152229309
@Anit_Salis,Hay quá trời là hay ❤❤❤❤❤,1,2024-10-14T15:55:54Z,positive,0.9914636015892029
@trinh2402,Bình yên❤,1,2024-10-14T14:10:16Z,neutral,0.7102092504501343
@kimlinhnguyenthi6306,Ông binz rap hay vãi,1,2024-10-14T13:12:34Z,positive,0.9975185394287109
@Nhungo-ng3dq,Cho tên bài đi,1,2024-10-14T12:44:01Z,neutral,0.8630466461181641
@bichhongluu2554,2 3 giây đầu có tiếng justa tee😊,1,2024-10-14T06:41:18Z,neutral,0.8878446221351624
@knppkknn22,♡,2,2024-10-14T05:54:46Z,neutral,0.9050636887550354
@tachai8669,Rap nghe hơi khó,2,2024-10-14T00:12:41Z,negative,0.996452808380127
@chiponie12,Sao bạn làm thế với t,1,2024-10-13T18:37:48Z,negative,0.6428037285804749
@hamypham4324,.,1,2024-10-13T15:13:44Z,neutral,0.9694252014160156
@Ronaldo51706,Lúc đầu nghe tưởng dở nhưng sau lại thấy bánh cuốn vãi ò:)),2,2024-10-13T10:33:49Z,positive,0.5016146302223206
@bananna3577,Bài này càng nghe càng sợ hết bài🥹,4,2024-10-13T04:53:47Z,negative,0.8060522675514221
@duongvo9579,sao beat nhạc đỉnh quá z trời,1,2024-10-13T04:34:17Z,positive,0.9851956367492676
@dungo5411,*Hay*,1,2024-10-13T02:48:49Z,neutral,0.9500471949577332
@thanhdanhthai4484,Để a bank e thêm 5 tỷ,1,2024-10-13T02:17:36Z,negative,0.664437472820282
@alice3967,❤❤,1,2024-10-12T23:33:42Z,neutral,0.8148894309997559
@anhanh7227,"Có thể để bản gốc bỏ đoạn rap và chỉ cần nhạc và lời đoạn a vũ hát được không ạ, tại bản nhạc ý bay đang hay quá nếu có thể cắt đoạn rap thì cho e xin nha e thích cái đoạn phiêu theo nhạc ý quá mà qua rap nó hơi cụt chút🥲🥲",1,2024-10-12T19:05:38Z,negative,0.9957789182662964
@benjanycz,Vũ hết suy r,1,2024-10-12T18:05:00Z,positive,0.5527513027191162
@np_0202,hay quá,1,2024-10-12T16:32:37Z,positive,0.9973719120025635
@-CaoThiThuyDuong-A,Bình yên,1,2024-10-12T14:10:14Z,neutral,0.9679639339447021
@only_inhi,"Mình vô tình biết được bài hát này khi mình đang lướt story fb, nghe lần đầu tiên đã mê bài hát này❤❤",1,2024-10-12T08:27:54Z,positive,0.8243287205696106
@LinhKem2696,Chỉ cần nghe mình đã cảm nhận được không khí của ĐL,1,2024-10-12T07:22:06Z,positive,0.8168496489524841
@PhuMinh-rl5pj,hay,1,2024-10-12T00:42:13Z,positive,0.9955829977989197
@VuNguyen-vm6fj,Nghiện bài này quá mất thui cảm ơn Binz và chú Vũ rất nhìu❤,2,2024-10-11T19:21:09Z,positive,0.5391660332679749
@ngtran1717,khi 2 ta gần lại 1 chút,3,2024-10-11T13:52:29Z,neutral,0.612561821937561
@phucngooo,nice product I really appreciate this! How peacefully it is.,2,2024-10-11T13:13:48Z,positive,0.9117777943611145
@uclocnguyen8557,Nhạc hay quá ...Cj P ơi e thích cj ❤❤❤❤❤,1,2024-10-11T11:01:48Z,positive,0.9956455826759338
@ngoctrung3606,Đây mới là Binz mà t cần 😅,1,2024-10-11T09:16:11Z,negative,0.4873308539390564
@thanhdanhthai4484,Thiệt á,1,2024-10-11T03:16:21Z,positive,0.9540790319442749
@trangvlog3089,Hayyyy ❤❤,1,2024-10-11T02:19:03Z,neutral,0.7243677377700806
@boynguyen2874,✨,1,2024-10-10T13:39:49Z,neutral,0.9050636887550354
@moonssikiwo,đây là thứ nhạc để chill❤❤❤,1,2024-10-10T12:45:47Z,neutral,0.968712329864502
@shacoap-montage,Nghe đi nghe lại hơn 1 triệu lăm,1,2024-10-10T10:22:15Z,neutral,0.5842868685722351
@ChiNguyen-qr7zn,.,1,2024-10-10T10:14:04Z,neutral,0.9694252014160156
@trucviet3911,"Bình yên không ở đâu xa , chỉ cần nghe bài nhạc này đặt lưng lên giường và chiêm nghiệm … hẹn gặp em cô gái mang lại sự bình yên cho anh❤",1,2024-10-10T06:49:10Z,positive,0.968841552734375
@AnhKhoa-e7w,Cách bạn dựng clip thật sáng tạo.,1,2024-10-09T20:48:17Z,positive,0.9931281805038452
@HienThanh-l6o,nhạc cực chill,1,2024-10-09T18:53:31Z,positive,0.9974800944328308
@ninhtieu621,hay,1,2024-10-09T15:37:30Z,positive,0.9955829977989197
@manhngo8999,.,1,2024-10-09T15:03:35Z,neutral,0.9694252014160156
@TI2K._.Oni3Nz,Xứng đáng 100M Views,1,2024-10-09T13:46:43Z,positive,0.990284264087677
@daothao4971,"Vì bài này mà m mua vé concert, mê vãi ~~~",2,2024-10-09T12:23:17Z,positive,0.9233596324920654
