Name,text,Likes,Time
@thanhdanhthai4484,Đắc đạo chơn nhơn,1,2024-12-18T01:41:13Z
@nghiaho5390,Bài này gu mấy ôn chú 😂,1,2024-12-16T12:53:39Z
@Caoduong-ej1,"Ở bên kia hoàng hôn
Có bóng hình quen thuộc
Gió buột miệng thì thào
Bình yên trong mắt em",1,2024-12-15T23:14:27Z
@ngoctunguyenthi8163,Vũ đỉnh thật sự ấy,1,2024-12-15T17:26:04Z
@ngoctunguyenthi8163,Bài hát tôi nghe nhiều nhất 2024,1,2024-12-15T17:25:49Z
@ChiSagittarius,hay,1,2024-12-15T04:44:56Z
@hoaian1783,bài nhạc hay,1,2024-12-14T09:30:54Z
@Thanhtuan79k1,nhạc hay quá ah ơi ❤ ngủ ngày nào e cũng nghe ❤❤,1,2024-12-14T04:45:51Z
@khainguyenminh1625,"[Lyrics]
Cơn mưa rơi bất chợt dần tan
Để nhường cho ánh nắng nghiêng
Đoạn đường em bước đi ngang qua đây
Hửng nắng

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh

Em như dòng nước trong veo
Xoá hết ưu phiền băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Anh tìm một thoáng bình yên
Vang lên trong đầu giờ đang ở đâu, tìm ở đâu
Giữa thế giới bao la giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên

[Rap]
Đạp xe bên hoàng hôn
Và em luôn ngồi sau  
Tay ôm bụng anh 
Vu vơ bài ca, em hay quên lời
Và đôi khi là những câu hỏi trên trời 
Anh ơi trẻ con chơi kìa, vui nhỉ
Anh ơi ở bên kia là hoa gì? 
Ơ hay tại sao chim được bay?
Tại sao cây màu xanh? 
Sao nhìn ai cũng vội vã vậy 
Đôi khi anh nghĩ, bình yên thật xa xỉ có lẽ lúc đó bên cạnh chưa là em 
Cho đến khi anh thấy, đôi mắt đen lay láy thầm nhìn anh một buổi sáng anh ngủ quên 
Chưa ai bao giờ nói cho anh tình yêu là gì 
Anh cứ ngỡ là những cơn sóng ầm ĩ ..
Nhưng thật ra em dịu êm như mặt hồ
Và tĩnh như như màn đêm
Đôi lúc khiến anh thầm nghĩ
Liệu không phải em, lòng tin là thứ anh không đặt cược 
Nếu không phải em, bình yên là thứ anh không chạm được 
Bởi vì cách em nhìn, và cảm giác em hôn 
Hơn tất cả những gì anh có thể định nghĩa
Anh cám ơn nỗi đau, đã cho em đến sau 
Vì mọi điều anh tìm kiếm là đây

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với em

Em như dòng nước trong veo
Xoá hết ưu phiền băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Anh tìm một thoáng bình yên
Vang lên trong đầu giờ đang ở đâu, tìm ở đâu
Giữa thế giới bao la giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên",1,2024-12-13T12:03:30Z
@Xoainon2206,lạnh lạnh nghe nhạc Vũ tuyệt vời,1,2024-12-13T07:42:24Z
@luxurymusicrin,"Thật là Bình Yên, ngày nghe 20 lần là có thật <3",3,2024-12-13T05:19:16Z
@hoangduing,"Mong em luôn được bình yên, cũng giống e mong về a như vậy, tt",1,2024-12-12T23:41:03Z
@Slime_sama1,.,1,2024-12-12T22:12:37Z
@TuNguyen-xq6gc,Còn duyên thì sẽ gặp lại nhau mình không còn muốn hẹn gặp hay cố gắng gặp cậu nữa rồi 😊,1,2024-12-12T18:21:29Z
@TruongVanCuong-z3u,Nhạc của vũ hay vãi,1,2024-12-12T08:01:09Z
@Bekhongkhoc,b,1,2024-12-12T04:52:30Z
@dyyudyyu5870,Vũ ơi !Vocal của Em đặc biệt qúa Em ơi ! Sóng 24 Em qúa ấn tượng trong bộ 3 vocal ở khúc cuối làm cảm xúc như vỡ oà ! Qúa đỉnh Em ơi !❤️,2,2024-12-12T02:24:18Z
@thithutamnguyen8476,chilll,1,2024-12-11T17:13:48Z
@khonglaanhkhonglaai,có đoạn rap của binz nghe nó yêu hơn nhỉ 😗,2,2024-12-11T14:09:34Z
@KhongbietnhaKhongbietnha,🛌🛌////////////////////////////////////,1,2024-12-11T12:44:10Z
@adonis5060,.,1,2024-12-10T23:05:30Z
@Sondinh-vw8oi,.,1,2024-12-10T10:03:26Z
@_hleeh,Điều tôi ước là ko có đoạn rap của binz,2,2024-12-10T00:47:33Z
@lapvu950,"Bài này có bài chỉ có mình vũ không ạ ,mình nghe binz cứ sao sao@@",1,2024-12-10T00:25:25Z
@Nazny.0,Càng nghe càng thấm !!! Đỉnh,1,2024-12-10T00:21:56Z
@khanhdo7788,"[Lyrics]
Cơn mưa rơi bất chợt dần tan
Để nhường cho ánh nắng nghiêng
Đoạn đường em bước đi ngang qua đây
Hửng nắng

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh

Em như dòng nước trong veo
Xoá hết ưu phiền băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Anh tìm một thoáng bình yên
Vang lên trong đầu giờ đang ở đâu, tìm ở đâu
Giữa thế giới bao la giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên

[Rap]
Đạp xe bên hoàng hôn
Và em luôn ngồi sau  
Tay ôm bụng anh 
Vu vơ bài ca, em hay quên lời
Và đôi khi là những câu hỏi trên trời 
Anh ơi trẻ con chơi kìa, vui nhỉ
Anh ơi ở bên kia là hoa gì? 
Ơ hay tại sao chim được bay?
Tại sao cây màu xanh? 
Sao nhìn ai cũng vội vã vậy 
Đôi khi anh nghĩ, bình yên thật xa xỉ có lẽ lúc đó bên cạnh chưa là em 
Cho đến khi anh thấy, đôi mắt đen lay láy thầm nhìn anh một buổi sáng anh ngủ quên 
Chưa ai bao giờ nói cho anh tình yêu là gì 
Anh cứ ngỡ là những cơn sóng ầm ĩ ..
Nhưng thật ra em dịu êm như mặt hồ
Và tĩnh như như màn đêm
Đôi lúc khiến anh thầm nghĩ
Liệu không phải em, lòng tin là thứ anh không đặt cược 
Nếu không phải em, bình yên là thứ anh không chạm được 
Bởi vì cách em nhìn, và cảm giác em hôn 
Hơn tất cả những gì anh có thể định nghĩa
Anh cám ơn nỗi đau, đã cho em đến sau 
Vì mọi điều anh tìm kiếm là đây

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với em

Em như dòng nước trong veo
Xoá hết ưu phiền băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Anh tìm một thoáng bình yên
Vang lên trong đầu giờ đang ở đâu, tìm ở đâu
Giữa thế giới bao la giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên",1,2024-12-09T13:50:59Z
@KhongbietnhaKhongbietnha,🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️🏕️,1,2024-12-09T09:53:03Z
@KhongbietnhaKhongbietnha,........................................................................................................,1,2024-12-09T09:52:35Z
@KhongbietnhaKhongbietnha,🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌🛌,1,2024-12-09T09:51:55Z
@tungngayyeuem,nó đã giúp tôi chở thành 1 chill guy đích thực 😶thực sự cảm ơn,1,2024-12-08T14:03:52Z
@VuongTinhViet02,Cái l,0,2024-12-08T10:07:12Z
@minhtrigm3569,nhuw lol,0,2024-12-08T07:49:32Z
@LinhKim-t1u,Hay mà,1,2024-12-08T04:51:05Z
@VienPhamVan07,Nghe đi nghe lại nhiều lần,1,2024-12-07T09:29:38Z
@QuanNguyen-nr1nb,.,1,2024-12-07T08:53:41Z
@VyThao-vi8nf,hay,1,2024-12-06T17:00:50Z
@tbn6343,Trộm vía thành tích đều đều. Dương Domic xứng đáng được yêu thương nhiều hơn ^^,1,2024-12-06T09:18:10Z
@phatphamtien3233,hay,1,2024-12-05T15:06:59Z
@BảoNguyễn-j1i,0:13,1,2024-12-05T07:34:10Z
@atNguyen-vm1eb,Ai vô tình đọc được những dòng  này thì hãy cố gắng lên nhé ❤ mình biết rằng dù đi học hay đi làm rồi thì mỗi người đều có những áp lực riêng  và đôi khi bỏ cuộc nhưng đừng mất niềm  tin. Bạn sinh ra đã là 1 điều  tuyệt vời rồi hãy đi con đường ta chọn không có gì nối tiếc hết……..,79,2024-12-05T06:08:39Z
@Han-uo7lb,"Cơn mưa rơi bất chợt dần tan
Để nhường cho ánh nắng nghiêng
Đoạn đường em bước đi ngang qua đây
Hửng nắng
Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh (em, em, em)
Em như dòng nước trong veo
Xóa hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện (chỉ cần có em hàn thuyên)
Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu? Tìm ở đâu?
Giữa thế giới bao la
Giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên
Đạp xe bên hoàng hôn
Và em luôn ngồi sau
Tay ôm bụng anh
Vu vơ bài ca em hay quên lời
Và đôi khi là những câu hỏi trên trời
Anh ơi, trẻ con chơi kìa, vui nhỉ?
Anh ơi, ở bên kia là hoa gì?
Ơ hay tại sao chim được bay?
Tại sao cây màu xanh?
Sao nhìn ai cũng vội vã vậy?
Đôi khi anh nghĩ bình yên thật xa xỉ
Có lẽ lúc đó bên cạnh chưa là em (chưa là em)
Cho đến khi anh thấy đôi mắt đen lay láy
Thầm nhìn anh một buổi sáng anh ngủ quên
Chưa ai bao giờ nói cho anh tình yêu là gì
Anh cứ ngỡ như những cơn sóng ầm ĩ
Nhưng thật ra em dịu êm như mặt hồ
Và tĩnh như màn đêm, đôi lúc khiến anh thầm nghĩ
Liệu không phải em? (Em, em, em)
Lòng tin là thứ anh không đặt cược
Nếu không phải em (em, em)
Bình yên là thứ anh không chạm được
Bởi vì cách em nhìn và cảm giác em hôn
Hơn tất cả những gì anh có thể định nghĩa
Anh cảm ơn nỗi đau đã cho em đến sau
Vì mọi điều anh tìm kiếm là đây
Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh
(Em, em, em)
Em như dòng nước trong veo
Xóa hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên (chỉ cần em, chỉ cần em)
Cùng anh kể chuyện (chỉ cần có em hàn huyên)
Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu? Tìm ở đâu? (Tìm ở đâu?)
Giữa thế giới bao la
Giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên",1,2024-12-04T14:52:07Z
@lamvan9377,.,1,2024-12-04T13:07:21Z
@Bekhongkhoc,y,1,2024-12-04T04:40:08Z
@diendienkute7609,hayyy vl,1,2024-12-02T13:32:05Z
@TrungLe16388,Bài hát sẽ hay hơn khi không có thằng Bin,1,2024-12-02T06:37:39Z
@MinhPham-by4vl,"Trước mình chỉ thích Vũ. ""Lạ lùng"" nhưng bây giờ mình mới cảm nhận ra mình đã lớn, không còn mơ mộng như những bản tình ca mới lớn của Vũ. ngày đầu. Ai rồi cũng sẽ trưởng thành, chấp nhận hiện thực cuộc sống, và tận hưởng nó một cách đơn giản nhất. Niềm vui, nỗi buồn, sự chán ghét luôn ở đó nhưng mình có thể nhìn nhận khác về nó để mang lại cuộc sống bình yên hơn.",5,2024-12-02T01:48:26Z
@LinhKhanh-y6j,Đẹp trai mà còn hát hay,2,2024-12-01T15:04:16Z
@chaauhoang-r7h,tự nhin bị mee bài nhạc này ruiii✨💗,1,2024-12-01T14:03:41Z
@duong_dayy6803,"Lyrics]
Cơn mưa rơi bất chợt dần tan
Để nhường cho ánh nắng nghiêng
Đoạn đường em bước đi ngang qua đây
Hửng nắng

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh

Em như dòng nước trong veo
Xoá hết ưu phiền băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Anh tìm một thoáng bình yên
Vang lên trong đầu giờ đang ở đâu, tìm ở đâu
Giữa thế giới bao la giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên

[Rap]
Đạp xe bên hoàng hôn
Và em luôn ngồi sau  
Tay ôm bụng anh 
Vu vơ bài ca, em hay quên lời
Và đôi khi là những câu hỏi trên trời 
Anh ơi trẻ con chơi kìa, vui nhỉ
Anh ơi ở bên kia là hoa gì? 
Ơ hay tại sao chim được bay?
Tại sao cây màu xanh? 
Sao nhìn ai cũng vội vã vậy 
Đôi khi anh nghĩ, bình yên thật xa xỉ có lẽ lúc đó bên cạnh chưa là em 
Cho đến khi anh thấy, đôi mắt đen lay láy thầm nhìn anh một buổi sáng anh ngủ quên 
Chưa ai bao giờ nói cho anh tình yêu là gì 
Anh cứ ngỡ là những cơn sóng ầm ĩ ..
Nhưng thật ra em dịu êm như mặt hồ
Và tĩnh như như màn đêm
Đôi lúc khiến anh thầm nghĩ
Liệu không phải em, lòng tin là thứ anh không đặt cược 
Nếu không phải em, bình yên là thứ anh không chạm được 
Bởi vì cách em nhìn, và cảm giác em hôn 
Hơn tất cả những gì anh có thể định nghĩa
Anh cám ơn nỗi đau, đã cho em đến sau 
Vì mọi điều anh tìm kiếm là đây

Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với em

Em như dòng nước trong veo
Xoá hết ưu phiền băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện

Anh tìm một thoáng bình yên
Vang lên trong đầu giờ đang ở đâu, tìm ở đâu
Giữa thế giới bao la giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên",1,2024-12-01T10:57:08Z
@filialpiety1931,hay,1,2024-11-30T03:15:42Z
@tity2909,❤,1,2024-11-29T16:05:43Z
@taiphamminh1111,❤️❤️❤️❤️,1,2024-11-29T10:50:48Z
@ian_khongvietanh.v,Bạn đồng hành chỉ cần có em hàn huyên💖🥺,1,2024-11-28T23:53:29Z
@phuc6994,1:19,1,2024-11-28T13:20:46Z
@xne8400,Nhạc việt có rất nhiều ng là hoàng tử tình ca. Nhưng đến giờ trong lòng tôi mới có Hoàng Tử hát tình ca Tăng Phúc,1,2024-11-28T00:08:31Z
@tienat1456,"cả bài thấy sáng nhất vẫn là phần rap của Binz còn lại điệp khúc, melody vẫn như vậy, 1 màu so với ballad Việt",1,2024-11-27T05:07:03Z
@nguyễnlinh-o8p7n,"Cơn mưa rơi bất chợt dần tan
Để nhường cho ánh nắng nghiêng
Đoạn đường em bước đi ngang qua đây
Hửng nắng
Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh (em, em, em)
Em như dòng nước trong veo
Xóa hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện (chỉ cần có em hàn thuyên)
Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu? Tìm ở đâu?
Giữa thế giới bao la
Giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên
Đạp xe bên hoàng hôn
Và em luôn ngồi sau
Tay ôm bụng anh
Vu vơ bài ca em hay quên lời
Và đôi khi là những câu hỏi trên trời
Anh ơi, trẻ con chơi kìa, vui nhỉ?
Anh ơi, ở bên kia là hoa gì?
Ơ hay tại sao chim được bay?
Tại sao cây màu xanh?
Sao nhìn ai cũng vội vã vậy?
Đôi khi anh nghĩ bình yên thật xa xỉ
Có lẽ lúc đó bên cạnh chưa là em (chưa là em)
Cho đến khi anh thấy đôi mắt đen lay láy
Thầm nhìn anh một buổi sáng anh ngủ quên
Chưa ai bao giờ nói cho anh tình yêu là gì
Anh cứ ngỡ như những cơn sóng ầm ĩ
Nhưng thật ra em dịu êm như mặt hồ
Và tĩnh như màn đêm, đôi lúc khiến anh thầm nghĩ
Liệu không phải em? (Em, em, em)
Lòng tin là thứ anh không đặt cược
Nếu không phải em (em, em)
Bình yên là thứ anh không chạm được
Bởi vì cách em nhìn và cảm giác em hôn
Hơn tất cả những gì anh có thể định nghĩa
Anh cảm ơn nỗi đau đã cho em đến sau
Vì mọi điều anh tìm kiếm là đây
Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh
(Em, em, em)
Em như dòng nước trong veo
Xóa hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên (chỉ cần em, chỉ cần em)
Cùng anh kể chuyện (chỉ cần có em hàn huyên)
Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu? Tìm ở đâu? (Tìm ở đâu?)
Giữa thế giới bao la
Giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên",1,2024-11-27T04:33:20Z
@nguyễnlinh-o8p7n,"Cơn mưa rơi bất chợt dần tan
Để nhường cho ánh nắng nghiêng
Đoạn đường em bước đi ngang qua đây
Hửng nắng
Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh (em, em, em)
Em như dòng nước trong veo
Xóa hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên
Cùng anh kể chuyện (chỉ cần có em hàn thuyên)
Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu? Tìm ở đâu?
Giữa thế giới bao la
Giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên
Đạp xe bên hoàng hôn
Và em luôn ngồi sau
Tay ôm bụng anh
Vu vơ bài ca em hay quên lời
Và đôi khi là những câu hỏi trên trời
Anh ơi, trẻ con chơi kìa, vui nhỉ?
Anh ơi, ở bên kia là hoa gì?
Ơ hay tại sao chim được bay?
Tại sao cây màu xanh?
Sao nhìn ai cũng vội vã vậy?
Đôi khi anh nghĩ bình yên thật xa xỉ
Có lẽ lúc đó bên cạnh chưa là em (chưa là em)
Cho đến khi anh thấy đôi mắt đen lay láy
Thầm nhìn anh một buổi sáng anh ngủ quên
Chưa ai bao giờ nói cho anh tình yêu là gì
Anh cứ ngỡ như những cơn sóng ầm ĩ
Nhưng thật ra em dịu êm như mặt hồ
Và tĩnh như màn đêm, đôi lúc khiến anh thầm nghĩ
Liệu không phải em? (Em, em, em)
Lòng tin là thứ anh không đặt cược
Nếu không phải em (em, em)
Bình yên là thứ anh không chạm được
Bởi vì cách em nhìn và cảm giác em hôn
Hơn tất cả những gì anh có thể định nghĩa
Anh cảm ơn nỗi đau đã cho em đến sau
Vì mọi điều anh tìm kiếm là đây
Khi hai ta gần lại một chút
Hai dòng sông chiếu sáng ánh trăng vàng
Ánh mắt thướt tha như có đôi lời
Với anh
(Em, em, em)
Em như dòng nước trong veo
Xóa hết ưu phiền
Băng qua ngọn núi vòng vèo
Bạn đồng hành chỉ cần có em hàn huyên (chỉ cần em, chỉ cần em)
Cùng anh kể chuyện (chỉ cần có em hàn huyên)
Anh tìm một thoáng bình yên
Vang lên trong đầu
Giờ đang ở đâu? Tìm ở đâu? (Tìm ở đâu?)
Giữa thế giới bao la
Giữ lấy trong tầm tay để gió cuốn không thổi bay
Vì anh đã tìm thấy bình yên",1,2024-11-27T04:33:16Z
@chrisst.joseph1873,I am from the Philippines and I understand nothing from this song BUT MAAAAAAN this is a banger! LOVE IT!,6,2024-11-25T19:57:11Z
@auphong6034,"Cày lên 30M luôn nào mọi người ơi, hay quá trời !!",1,2024-11-25T10:21:06Z
@feihungwong7128,"My vietnamese is very poor now, but great song.  I left Vietnam after the communist took over.  I now live in Australia.  They called it the 'Luck country' : )",2,2024-11-25T04:43:29Z
@rislou1847,"Ô Hiếu từng yêu MN cả 2 người từng đã yêu hết mình lúc đó. Và những bài như bài này với không thể sau đều dành cho bà Ngọc. Babyboo cũng dùng để gọi bà MN từ hồi còn yêu bả trong “lấy cây dù”. Kiểu mọi thứ ổng dành cho bà MN trước đó là quá nhiều ai nhìn vào cũng biết ổng yêu bả ntnao. Nên giờ Mhan cảm thấy ko tự tin về bản thân cũng đúng, nhưng bả càng vì v mà dùng thủ đoạn để dìm MN xuống thì bả sai vch, đến mức nhắn tin khủng bố ngta dù ngta đã có người mới r, sau quá sai",1,2024-11-24T13:31:34Z
@user-gj2kg6ru6y,Nghe như cc,0,2024-11-24T10:37:22Z
@HuongNguyen-vn7tr,Đoạn rap của binz hay quá,1,2024-11-24T07:48:05Z
@TiepTran-sv4sd,j,1,2024-11-24T06:28:09Z
@tkoanbun,bài này hay dã man nghe 800 lần rồi,1,2024-11-24T04:31:06Z
@anhappi_c2,bài này phải xứng đáng trăm triệu v i e w,2,2024-11-24T03:52:27Z
@ThaoNguyen-g3y,❤❤❤❤❤❤❤❤❤❤❤❤❤❤,1,2024-11-23T16:35:10Z
@Chann241,"Mình nghe mà trong lòng hạnh phúc lâng lâng,nhờ bcn mới của audition mà mình biết đến bài này, thật sự rất hay❤",3,2024-11-23T14:02:16Z
@OPhilip,Bình yên nếu k có Binz.,1,2024-11-23T13:49:18Z
@NguyenDuyKhangg,Có huster nào vào tập hát k😂😂,1,2024-11-23T10:07:03Z
@DoubleT.213,hay,1,2024-11-23T03:46:53Z
@trongan1510,hay,1,2024-11-22T16:01:08Z
@thinh467,"Nghe hoài không chán, Respect Vũ.",1,2024-11-22T15:13:42Z
@ĐăngNguyễn-z8i,Bài 100000000000000 điểm❤❤❤❤❤❤❤❤❤❤❤❤,1,2024-11-22T13:53:24Z
@ucoanh9905,nghe binz rap cuốn đã gì đâu ấy,3,2024-11-22T08:33:31Z
@Hoàngnguyễn-v4g8p,bình phương,1,2024-11-22T04:02:28Z
@vyha-p1c,Chỉ có thể nói 1 lời … : TUYỆT 😆,1,2024-11-22T03:52:31Z
@nguyenkhangtran7018,❤️❤️❤️,1,2024-11-21T15:16:00Z
@LanNguyen-du2bn,Khoảnh khắc lặp lại bài hát nhiều lần rồi mình muốn khóc luôn,1,2024-11-21T14:50:33Z
@Datdz2005,Thật ý nghĩa,1,2024-11-21T10:01:42Z
@Lynie_2086,<3,1,2024-11-21T02:06:14Z
@HaTran-kl1bp,"Thích nhạc của Đăng lắm . Thích cách a ấy nhấn nhá khéo léo , khiến người nghe bị cuốn . Mình nghe rất nhiều bài của Đăng và thú thật mình bị cuốn vào giai điệu đó. Nhưng mình rất muốn thấy ở v3 rapviet Đăng sẽ cháy nhất có thể . Rất mong chờ những sản phẩm sắp tới của Đăng😅",1,2024-11-20T23:27:10Z
@huyensan6004,1 câu đã dẫn tôi đến với bài hát.hay,1,2024-11-20T09:56:07Z
@hungnguyen-hh6kj,binz rap như cắn vào dái tao,1,2024-11-20T03:55:44Z
@ucAnh-nc6ok,"Em như dòng nước trong veo

(...băng qua ngọn núi vòng vèo)

(chỉ cần có em hàn huyên)

(cùng anh kể chuyện)

Cơn mưa rơi bất chợt dần tan

Để nhường cho ánh nắng nghiêng

Đoạn đường em bước đi ngang qua đây

Hửng nắng

Khi hai ta gần lại một chút

Hai dòng sông chiếu sáng ánh trăng vàng

Ánh mắt thướt tha như có đôi lời

Với anh

Em như dòng nước trong veo

Xoá hết ưu phiền băng qua ngọn núi vòng vèo

Bạn đồng hành chỉ cần có em hàn huyên

Cùng anh kể chuyện

(Chỉ cần có em)

Anh tìm một thoáng bình yên

Vang lên trong đầu giờ đang ở đâu, tìm ở đâu

Giữa thế giới bao la

Giữ lấy trong tầm tay để gió cuốn không thổi bay

Vì anh đã tìm thấy bình yên

Đạp xe bên hoàng hôn

Và em luôn ngồi sau

Tay ôm bụng anh

Vu vơ bài ca, em hay quên lời

Và đôi khi là những câu hỏi trên trời

Anh ơi trẻ con chơi kìa, vui nhỉ?

Anh ơi ở bên kia là hoa gì?

Ơ hay tại sao chim được bay?

Tại sao cây màu xanh?

Sao nhìn ai cũng vội vã vậy?

Đôi khi anh nghĩ, bình yên thật xa xỉ

có lẽ lúc đó bên cạnh chưa là em

Cho đến khi anh thấy,

Đôi mắt đen lay láy thầm nhìn anh một buổi sáng anh ngủ quên

Chưa ai bao giờ nói cho anh tình yêu là gì

Anh cứ ngỡ như những cơn sóng ầm ĩ

Nhưng thật ra em dịu êm như mặt hồ

Và tĩnh như như màn đêm

Đôi lúc khiến anh thầm nghĩ

Liệu không phải em?, lòng tin là thứ anh không đặt cược

Nếu không phải em?, bình yên là thứ anh không chạm được

 lyrics-bai-hat-binh-yen-cua-vu-ft-binz
Tạo hình của Vũ. trong MV
Bởi vì cách em nhìn, và cảm giác em hôn

Hơn tất cả những gì anh có thể định nghĩa

Anh cảm ơn nỗi đau, đã cho em đến sau

Vì mọi điều anh tìm kiếm là đây

Khi hai ta gần lại một chút

Hai dòng sông chiếu sáng ánh trăng vàng

Ánh mắt thướt tha như có đôi lời

Với anh

Em như dòng nước trong veo

Xoá hết ưu phiền băng qua ngọn núi vòng vèo

Bạn đồng hành chỉ cần có em hàn huyên

Cùng anh kể chuyện

(Chỉ cần có em)

Anh tìm một thoáng bình yên

Vang lên trong đầu giờ đang ở đâu, tìm ở đâu

Giữa thế giới bao la

Giữ lấy trong tầm tay để gió cuốn không thổi bay

Vì anh đã tìm thấy bình yên",1,2024-11-19T16:41:02Z
@nguyendangtoan2704,bài này hay phết,1,2024-11-19T11:01:54Z
@vannghianguyen5470,riêng t thấy nó dở về lời bài hát bây ơi😅,1,2024-11-18T17:15:57Z
@SỹNgôVăn-d9g,ông này hắt xì cũng ra siêu phẩm :)),4,2024-11-18T16:24:29Z
@QuangMinh-wr1ey,Quả này lại Sóng 25,1,2024-11-18T06:57:52Z
@bpang3342,Nếu kết hợp với đoạn đường băng qua núi vòng vèo. mà có cảnh Đà Lạt thì quá tuyệt vời. đây mình góp ý thôi ạ 🥹,1,2024-11-17T17:21:19Z
@vuminhanh6827,hay vãi đái,1,2024-11-17T15:12:24Z
@HaiLeQuang,Nhớ Saigon. Ko kiếm đủ tiền nên phải về quê. Nhưng sẽ quay lại,1,2024-11-17T12:54:03Z
@tungbuitong3044,Bình yên là khi lòng không vui cũng không buồn,3,2024-11-17T08:48:32Z
@Ely_2007-chillguy,hay vai,1,2024-11-17T08:46:21Z
@vânmang-x7r,Toiii mê bàii này,1,2024-11-17T06:39:07Z
@Baoyiistudy,Lyris hay đỉnhhh,1,2024-11-16T15:10:24Z
